Gmt time,Open,High,Low,Close,Volume
01.10.2019 00:00:00.000,1.08992,1.09008,1.08856,1.08879,14630.8802
01.10.2019 04:00:00.000,1.08876,1.0894,1.0879,1.08875,35080.2207
01.10.2019 08:00:00.000,1.08879,1.09078,1.08851,1.0898,51504.4697
01.10.2019 12:00:00.000,1.0898,1.09345,1.08845,1.09314,70567.0186
01.10.2019 16:00:00.000,1.09312,1.09428,1.09251,1.09368,32821.8297
01.10.2019 20:00:00.000,1.0937,1.09373,1.09277,1.09339,9907.8502
02.10.2019 00:00:00.000,1.0934,1.09413,1.09327,1.09363,16653.4999
02.10.2019 04:00:00.000,1.09362,1.09369,1.09167,1.09198,29680.5498
02.10.2019 08:00:00.000,1.09197,1.09349,1.0904,1.09289,52078.8604
02.10.2019 12:00:00.000,1.09289,1.09583,1.09155,1.09497,63949.6494
02.10.2019 16:00:00.000,1.09496,1.09636,1.09457,1.09613,30288.3501
02.10.2019 20:00:00.000,1.09613,1.09635,1.09573,1.09605,7930.2099
03.10.2019 00:00:00.000,1.09604,1.09649,1.09552,1.09565,16662.7801
03.10.2019 04:00:00.000,1.09566,1.09589,1.09408,1.09445,31674.0801
03.10.2019 08:00:00.000,1.09444,1.09737,1.09409,1.09564,53149.8701
03.10.2019 12:00:00.000,1.09565,1.09992,1.09479,1.09902,80297.3203
03.10.2019 16:00:00.000,1.09902,1.09903,1.09653,1.09703,30984.4097
03.10.2019 20:00:00.000,1.09702,1.0976,1.09625,1.09744,7157.9474
04.10.2019 00:00:00.000,1.09745,1.09838,1.0974,1.09775,14746.0798
04.10.2019 04:00:00.000,1.09775,1.09781,1.09642,1.09717,29110.5804
04.10.2019 08:00:00.000,1.09717,1.09898,1.09682,1.09814,37249.0704
04.10.2019 12:00:00.000,1.09813,1.0999,1.0957,1.0973,72488.748
04.10.2019 16:00:00.000,1.0973,1.09857,1.09721,1.09826,27554.3501
04.10.2019 20:00:00.000,1.09825,1.09828,1.09755,1.0976,3048.03
05.10.2019 00:00:00.000,1.0976,1.0976,1.0976,1.0976,0
05.10.2019 04:00:00.000,1.0976,1.0976,1.0976,1.0976,0
05.10.2019 08:00:00.000,1.0976,1.0976,1.0976,1.0976,0
05.10.2019 12:00:00.000,1.0976,1.0976,1.0976,1.0976,0
05.10.2019 16:00:00.000,1.0976,1.0976,1.0976,1.0976,0
05.10.2019 20:00:00.000,1.0976,1.0976,1.0976,1.0976,0
06.10.2019 00:00:00.000,1.0976,1.0976,1.0976,1.0976,0
06.10.2019 04:00:00.000,1.0976,1.0976,1.0976,1.0976,0
06.10.2019 08:00:00.000,1.0976,1.0976,1.0976,1.0976,0
06.10.2019 12:00:00.000,1.0976,1.0976,1.0976,1.0976,0
06.10.2019 16:00:00.000,1.0976,1.0976,1.0976,1.0976,0
06.10.2019 20:00:00.000,1.09803,1.09838,1.09728,1.09832,4584.7001
07.10.2019 00:00:00.000,1.09832,1.09899,1.09777,1.09799,14493.9301
07.10.2019 04:00:00.000,1.09799,1.09838,1.09636,1.09725,25022.0801
07.10.2019 08:00:00.000,1.09725,1.099,1.09619,1.09869,39319.039
07.10.2019 12:00:00.000,1.09869,1.10004,1.09836,1.09837,51700.4892
07.10.2019 16:00:00.000,1.09837,1.09847,1.0969,1.09738,29871.9903
07.10.2019 20:00:00.000,1.09737,1.09738,1.09682,1.09715,7128.6799
08.10.2019 00:00:00.000,1.09716,1.09783,1.09648,1.09751,17951.4999
08.10.2019 04:00:00.000,1.09751,1.09851,1.09735,1.09792,28962.7497
08.10.2019 08:00:00.000,1.09792,1.09958,1.09791,1.09878,57421.7988
08.10.2019 12:00:00.000,1.09879,1.09926,1.09449,1.09487,64751.7499
08.10.2019 16:00:00.000,1.09488,1.09622,1.09409,1.09561,41248.1596
08.10.2019 20:00:00.000,1.09559,1.09612,1.09507,1.09597,6819.5698
09.10.2019 00:00:00.000,1.09597,1.09656,1.09548,1.09633,11296.15
09.10.2019 04:00:00.000,1.09633,1.09837,1.09557,1.09782,32065.5693
09.10.2019 08:00:00.000,1.09782,1.099,1.09734,1.09787,55920.0411
09.10.2019 12:00:00.000,1.09787,1.09837,1.09715,1.09777,48065.4199
09.10.2019 16:00:00.000,1.09777,1.09819,1.09701,1.09761,25217.27
09.10.2019 20:00:00.000,1.09759,1.09896,1.09678,1.09842,12888.6051
10.10.2019 00:00:00.000,1.09841,1.09932,1.09797,1.09887,27107.9803
10.10.2019 04:00:00.000,1.09886,1.10194,1.09831,1.10163,35234.2796
10.10.2019 08:00:00.000,1.1016,1.10337,1.10121,1.1024,51250.8799
10.10.2019 12:00:00.000,1.10238,1.10331,1.1002,1.10174,74131.3301
10.10.2019 16:00:00.000,1.10174,1.10235,1.10028,1.10091,34473.1899
10.10.2019 20:00:00.000,1.10086,1.10111,1.10041,1.10106,7883.8699
11.10.2019 00:00:00.000,1.10105,1.10178,1.10046,1.10152,17714.3295
11.10.2019 04:00:00.000,1.10152,1.10227,1.10089,1.10111,30650.0898
11.10.2019 08:00:00.000,1.10111,1.10624,1.10007,1.10541,77167.5606
11.10.2019 12:00:00.000,1.10542,1.10626,1.10255,1.10389,78948.8613
11.10.2019 16:00:00.000,1.10388,1.10516,1.10308,1.10404,38077.9302
11.10.2019 20:00:00.000,1.10403,1.10403,1.10326,1.10329,2881.1101
12.10.2019 00:00:00.000,1.10329,1.10329,1.10329,1.10329,0
12.10.2019 04:00:00.000,1.10329,1.10329,1.10329,1.10329,0
12.10.2019 08:00:00.000,1.10329,1.10329,1.10329,1.10329,0
12.10.2019 12:00:00.000,1.10329,1.10329,1.10329,1.10329,0
12.10.2019 16:00:00.000,1.10329,1.10329,1.10329,1.10329,0
12.10.2019 20:00:00.000,1.10329,1.10329,1.10329,1.10329,0
13.10.2019 00:00:00.000,1.10329,1.10329,1.10329,1.10329,0
13.10.2019 04:00:00.000,1.10329,1.10329,1.10329,1.10329,0
13.10.2019 08:00:00.000,1.10329,1.10329,1.10329,1.10329,0
13.10.2019 12:00:00.000,1.10329,1.10329,1.10329,1.10329,0
13.10.2019 16:00:00.000,1.10329,1.10329,1.10329,1.10329,0
13.10.2019 20:00:00.000,1.10316,1.10385,1.1025,1.10282,6677.9498
14.10.2019 00:00:00.000,1.10281,1.10318,1.10241,1.10312,18074.9397
14.10.2019 04:00:00.000,1.1031,1.10353,1.10128,1.1018,33260.8
14.10.2019 08:00:00.000,1.1018,1.10426,1.10158,1.10272,37980.3999
14.10.2019 12:00:00.000,1.10273,1.10319,1.10176,1.10264,41020.5108
14.10.2019 16:00:00.000,1.10263,1.10325,1.10232,1.10252,16248.1699
14.10.2019 20:00:00.000,1.10252,1.1029,1.10226,1.10259,8851.8499
15.10.2019 00:00:00.000,1.10258,1.10323,1.10214,1.1032,17068.7
15.10.2019 04:00:00.000,1.1032,1.10459,1.10126,1.10207,40358.7104
15.10.2019 08:00:00.000,1.10206,1.10305,1.10025,1.10057,59400.0077
15.10.2019 12:00:00.000,1.10058,1.10445,1.09912,1.10352,72547.9913
15.10.2019 16:00:00.000,1.10352,1.10381,1.10153,1.10341,26839.6104
15.10.2019 20:00:00.000,1.1034,1.10352,1.10266,1.10344,7083.536
16.10.2019 00:00:00.000,1.10344,1.10344,1.10238,1.10307,21179.9599
16.10.2019 04:00:00.000,1.10308,1.10599,1.10286,1.10349,44195.2816
16.10.2019 08:00:00.000,1.10351,1.1047,1.10223,1.10266,62357.0605
16.10.2019 12:00:00.000,1.10268,1.10771,1.10229,1.10745,70677.5391
16.10.2019 16:00:00.000,1.10746,1.10855,1.10647,1.10748,28267.8296
16.10.2019 20:00:00.000,1.10747,1.10773,1.10709,1.10737,6008.2
17.10.2019 00:00:00.000,1.10738,1.10846,1.10729,1.10774,18042.3499
17.10.2019 04:00:00.000,1.10773,1.10864,1.1065,1.10777,30583.2
17.10.2019 08:00:00.000,1.10777,1.11398,1.10721,1.11157,78080.3281
17.10.2019 12:00:00.000,1.11158,1.11302,1.11014,1.11288,65046.1514
17.10.2019 16:00:00.000,1.11287,1.11322,1.11203,1.11245,24497.6202
17.10.2019 20:00:00.000,1.11249,1.11283,1.11228,1.11244,7367.4801
18.10.2019 00:00:00.000,1.11245,1.11308,1.11212,1.11273,16891.0397
18.10.2019 04:00:00.000,1.11273,1.11287,1.11145,1.1124,29928.2605
18.10.2019 08:00:00.000,1.1124,1.11465,1.11212,1.1143,33157.1594
18.10.2019 12:00:00.000,1.1143,1.11591,1.11351,1.11547,35110.0401
18.10.2019 16:00:00.000,1.11546,1.11661,1.11464,1.11617,21954.3798
18.10.2019 20:00:00.000,1.11617,1.11719,1.11612,1.11703,3591.1799
19.10.2019 00:00:00.000,1.11703,1.11703,1.11703,1.11703,0
19.10.2019 04:00:00.000,1.11703,1.11703,1.11703,1.11703,0
19.10.2019 08:00:00.000,1.11703,1.11703,1.11703,1.11703,0
19.10.2019 12:00:00.000,1.11703,1.11703,1.11703,1.11703,0
19.10.2019 16:00:00.000,1.11703,1.11703,1.11703,1.11703,0
19.10.2019 20:00:00.000,1.11703,1.11703,1.11703,1.11703,0
20.10.2019 00:00:00.000,1.11703,1.11703,1.11703,1.11703,0
20.10.2019 04:00:00.000,1.11703,1.11703,1.11703,1.11703,0
20.10.2019 08:00:00.000,1.11703,1.11703,1.11703,1.11703,0
20.10.2019 12:00:00.000,1.11703,1.11703,1.11703,1.11703,0
20.10.2019 16:00:00.000,1.11703,1.11703,1.11703,1.11703,0
20.10.2019 20:00:00.000,1.11607,1.11703,1.11494,1.11558,6303.5849
21.10.2019 00:00:00.000,1.11559,1.11633,1.11542,1.11598,9399.3599
21.10.2019 04:00:00.000,1.11599,1.11668,1.11495,1.11642,23338.1907
21.10.2019 08:00:00.000,1.11643,1.11793,1.11607,1.11682,32257.3203
21.10.2019 12:00:00.000,1.1168,1.11737,1.11386,1.11447,36946.2998
21.10.2019 16:00:00.000,1.11448,1.11566,1.11446,1.11494,17386.27
21.10.2019 20:00:00.000,1.11494,1.11537,1.11448,1.11515,4917.93
22.10.2019 00:00:00.000,1.11517,1.11568,1.11474,1.11492,9368.4099
22.10.2019 04:00:00.000,1.11493,1.11567,1.11423,1.11444,16314.2206
22.10.2019 08:00:00.000,1.11443,1.11481,1.11333,1.11381,30993.9702
22.10.2019 12:00:00.000,1.11381,1.11458,1.11229,1.11377,37508.3194
22.10.2019 16:00:00.000,1.11376,1.1154,1.11176,1.11313,25738.0502
22.10.2019 20:00:00.000,1.11313,1.11314,1.1123,1.11289,5320.22
23.10.2019 00:00:00.000,1.11288,1.11307,1.11158,1.11174,12403.7099
23.10.2019 04:00:00.000,1.11174,1.11286,1.11174,1.11246,20147.2506
23.10.2019 08:00:00.000,1.11247,1.11262,1.11061,1.11197,29255.1197
23.10.2019 12:00:00.000,1.11197,1.11251,1.11117,1.11173,31323.06
23.10.2019 16:00:00.000,1.11173,1.11405,1.11154,1.11329,15922.1902
23.10.2019 20:00:00.000,1.1133,1.11334,1.11289,1.11322,3921.2294
24.10.2019 00:00:00.000,1.11322,1.11417,1.1129,1.1136,9378.51
24.10.2019 04:00:00.000,1.1136,1.11627,1.11303,1.11469,24822.2606
24.10.2019 08:00:00.000,1.11468,1.11474,1.11201,1.1121,31919.6895
24.10.2019 12:00:00.000,1.11211,1.11537,1.1093,1.10976,56779.37
24.10.2019 16:00:00.000,1.10975,1.11109,1.10932,1.10999,20317.1401
24.10.2019 20:00:00.000,1.10998,1.11073,1.10994,1.11034,5794.6
25.10.2019 00:00:00.000,1.11035,1.11052,1.11006,1.11024,7346.9798
25.10.2019 04:00:00.000,1.11025,1.1115,1.1101,1.11132,15630.2198
25.10.2019 08:00:00.000,1.11133,1.11229,1.1106,1.11061,25957.0298
25.10.2019 12:00:00.000,1.11063,1.11094,1.10801,1.10808,33388.6708
25.10.2019 16:00:00.000,1.10809,1.10825,1.10729,1.10801,16830.5901
25.10.2019 20:00:00.000,1.10801,1.10811,1.10773,1.1079,1577.22
26.10.2019 00:00:00.000,1.1079,1.1079,1.1079,1.1079,0
26.10.2019 04:00:00.000,1.1079,1.1079,1.1079,1.1079,0
26.10.2019 08:00:00.000,1.1079,1.1079,1.1079,1.1079,0
26.10.2019 12:00:00.000,1.1079,1.1079,1.1079,1.1079,0
26.10.2019 16:00:00.000,1.1079,1.1079,1.1079,1.1079,0
26.10.2019 20:00:00.000,1.1079,1.1079,1.1079,1.1079,0
27.10.2019 00:00:00.000,1.1079,1.1079,1.1079,1.1079,0
27.10.2019 04:00:00.000,1.1079,1.1079,1.1079,1.1079,0
27.10.2019 08:00:00.000,1.1079,1.1079,1.1079,1.1079,0
27.10.2019 12:00:00.000,1.1079,1.1079,1.1079,1.1079,0
27.10.2019 16:00:00.000,1.1079,1.1079,1.1079,1.1079,0
27.10.2019 20:00:00.000,1.108,1.1084,1.10774,1.10839,3105.34
28.10.2019 00:00:00.000,1.10839,1.10844,1.1076,1.10815,8617.76
28.10.2019 04:00:00.000,1.10815,1.1092,1.10809,1.109,13296.6001
28.10.2019 08:00:00.000,1.10899,1.11065,1.10883,1.10966,27325.6304
28.10.2019 12:00:00.000,1.10968,1.11019,1.10842,1.10932,35155.29
28.10.2019 16:00:00.000,1.10933,1.11032,1.10919,1.11028,15912.0101
28.10.2019 20:00:00.000,1.11027,1.11031,1.10976,1.10982,6031.0901
29.10.2019 00:00:00.000,1.10982,1.11025,1.10913,1.10962,10743.7803
29.10.2019 04:00:00.000,1.10962,1.10967,1.10835,1.10843,12411.8902
29.10.2019 08:00:00.000,1.10844,1.10911,1.10735,1.10816,36591.1797
29.10.2019 12:00:00.000,1.10817,1.11175,1.10806,1.11165,41445.7696
29.10.2019 16:00:00.000,1.11164,1.11183,1.11049,1.11111,17268.7002
29.10.2019 20:00:00.000,1.1111,1.11142,1.11094,1.1112,4091.2798
30.10.2019 00:00:00.000,1.11119,1.11123,1.11063,1.11086,10306.6702
30.10.2019 04:00:00.000,1.11086,1.11234,1.11075,1.11216,11910.2804
30.10.2019 08:00:00.000,1.11215,1.1127,1.11069,1.11139,29597.6299
30.10.2019 12:00:00.000,1.11141,1.11234,1.11021,1.1123,43887.6298
30.10.2019 16:00:00.000,1.1123,1.1151,1.10801,1.11439,35082.2697
30.10.2019 20:00:00.000,1.11438,1.11554,1.1142,1.11521,6957.745
31.10.2019 00:00:00.000,1.11521,1.11698,1.11521,1.11687,13571.5798
31.10.2019 04:00:00.000,1.11686,1.11704,1.11573,1.11631,15085.8902
31.10.2019 08:00:00.000,1.11631,1.11755,1.11442,1.11513,43283.7197
31.10.2019 12:00:00.000,1.11513,1.1164,1.11314,1.11558,51235.9395
31.10.2019 16:00:00.000,1.11556,1.11583,1.11404,1.11529,21447.6102
31.10.2019 20:00:00.000,1.1153,1.11566,1.11489,1.11561,4436.9831
